id,Model,Version release date,Link,Notes,Hugging Face developer id,Display name,Knowledge cutoff date,Description,Official release,Unique display name,ML Models,ML Models 2,ML Models 3,Model publication date,API prices,API Prices (new),Model aggregation,Model aggregation date,ML Models copy,ML Models copy
falcon-40b-instruct,Falcon-40B,2023-05-25,https://huggingface.co/tiiuae/falcon-40b-instruct,,tiiuae,,,,,,,,,2023-03-15,,,,,,Falcon-40B
starcoder2-15b,StarCoder 2 15B,2024-02-20,https://huggingface.co/bigcode/starcoder2-15b,,bigcode,,,,,StarCoder 2 15B,,,,2024-02-29,,,,,,StarCoder 2 15B
starcoder2-7b,StarCoder 2 7B,2024-02-20,https://huggingface.co/bigcode/starcoder2-7b,,bigcode,,,,,StarCoder 2 7B,,,,2024-02-29,,,,,,StarCoder 2 7B
starcoder2-3b,StarCoder 2 3B,2024-02-22,https://huggingface.co/bigcode/starcoder2-3b,,bigcode,,,,,StarCoder 2 3B,,,,2024-02-29,,,,,,StarCoder 2 3B
CodeQwen1.5-7B,,2024-04-15,https://huggingface.co/Qwen/CodeQwen1.5-7B,,Qwen,,,,,,,,,,,,,,,
gpt-neo-2.7B,GPT-Neo-2.7B,2023-03-30,https://huggingface.co/EleutherAI/gpt-neo-2.7B,,EleutherAI,,,,,,,,,2021-03-21,,,,,,GPT-Neo-2.7B
opt-13b,,2022-05-11,https://huggingface.co/facebook/opt-13b,,facebook,,,,,,,,,,,,,,,
T5-Base,,,,,,,,"A version of T5, an early large language model from Google. ",,,,,,,,,,,,
Switch-Base,,,,,,,,,,,,,,,,,,,,
T5-Large,,,,,,,,"A version of T5, an early large language model from Google. ",,,,,,,,,,,,
Switch-Large,,,,,,,,,,,,,,,,,,,,
T5-Small,,,,,,,,"The smallest version of T5, an early large language model from Google. ",,,,,,,,,,,,
T5-3B,T5-3B,,,,,,,"The 3 billion-parameter version of T5, an early large language model from Google. ",,,,,,2019-10-23,,,,,,T5-3B
T5-11B,T5-11B,,,,,,,"The largest, 11 billion-parameter version of T5, an early large language model from Google. ",,,,,,2019-10-23,,,,,,T5-11B
xgen-7b-8k-base,XGen-7B,2023-06-27,https://huggingface.co/Salesforce/xgen-7b-8k-base,,Salesforce,,,,,XGen-7B,,,,2023-09-07,,,,,,XGen-7B
open_llama_7b,,2023-06-07,https://huggingface.co/openlm-research/open_llama_7b,,openlm-research,,,,,,,,,,,,,,,
RedPajama-INCITE-7B-Base,,2023-05-04,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Base,,togethercomputer,,,,,,,,,,,,,,,
Cerebras-GPT-13B,Cerebras-GPT-13B,2023-03-20,https://huggingface.co/cerebras/Cerebras-GPT-13B,,cerebras,,,,,,,,,2023-04-06,,,,,,Cerebras-GPT-13B
dolly-v2-12b,Dolly 2.0-12b,2023-04-11,https://huggingface.co/databricks/dolly-v2-12b,,databricks,,,,,,,,,2023-04-12,,,,,,Dolly 2.0-12b
gpt-j-6b,GPT-J-6B,2021-08-05,https://huggingface.co/EleutherAI/gpt-j-6b,,EleutherAI,,,,,,,,,2021-05-01,,,,,,GPT-J-6B
gpt-neox-20b,GPT-NeoX-20B,2022-04-07,https://huggingface.co/EleutherAI/gpt-neox-20b,,EleutherAI,,,,,,,,,2022-02-09,,,,,,GPT-NeoX-20B
stablelm-tuned-alpha-7b,,2023-04-19,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,,stabilityai,,,,,,,,,,,,,,,
Llama-2-13b-chat,Llama 2-13B,2023-07-18,https://huggingface.co/meta-llama/Llama-2-13b-chat,,meta-llama,,,A chat-optimized version of Meta's 13 billion-parameter model in the Llama 2 series.,,,,,,2023-07-18,,,,,,Llama 2-13B
Llama-2-70b-chat,Llama 2-70B,2023-07-18,https://huggingface.co/meta-llama/Llama-2-70b-chat,,meta-llama,,,A chat-optimized version of Meta's 70 billion-parameter model in the Llama 2 series.,,,,,,2023-07-18,,,,,,Llama 2-70B
Baichuan2-13B-Chat,,2023-09-06,https://huggingface.co/baichuan-inc/Baichuan2-13B-Chat,,baichuan-inc,,,A chat-optimized version of Baichuan's 13 billion-parameter model in the Baichuan 2 series.,,,,,,,,,,,,
Qwen-14B-Chat,Qwen-14B,2023-09-24,https://huggingface.co/Qwen/Qwen-14B-Chat,,Qwen,,,A chat-optimized version of Qwen's first-generation 14 billion-parameter model.,,Qwen-14B (chat),,,,2023-09-28,,,,2023-09-24,,Qwen-14B
Yi-6B-Chat,Yi 6B,2023-11-22,https://huggingface.co/01-ai/Yi-6B-Chat,,01-ai,,,,,Yi-6B,,,,2023-11-02,,,,,,Yi 6B
internlm-chat-20b,,2023-09-17,https://huggingface.co/internlm/internlm-chat-20b,,internlm,,,,,,,,,,,,,,,
blip2-opt-2.7b,BLIP-2 (Q-Former),2023-02-06,https://huggingface.co/Salesforce/blip2-opt-2.7b,,Salesforce,,,,,,,,,2023-01-30,,,,,,BLIP-2 (Q-Former)
falcon-11B-vlm,,2024-05-21,https://huggingface.co/tiiuae/falcon-11B-vlm,,tiiuae,,,,,,,,,,,,,,,
llava-v1.6-vicuna-7b,,2024-01-31,https://huggingface.co/liuhaotian/llava-v1.6-vicuna-7b,,liuhaotian,,,,,,,,,,,,,,,
llava-v1.6-vicuna-13b,,2024-01-31,https://huggingface.co/liuhaotian/llava-v1.6-vicuna-13b,,liuhaotian,,,,,,,,,,,,,,,
llava-v1.6-mistral-7b,,2024-01-31,https://huggingface.co/liuhaotian/llava-v1.6-mistral-7b,,liuhaotian,,,,,,,,,,,,,,,
instructblip-vicuna-7b,,2023-05-22,https://huggingface.co/Salesforce/instructblip-vicuna-7b,,Salesforce,,,,,,,,,,,,,,,
instructblip-vicuna-13b,,2023-12-25,https://huggingface.co/Salesforce/instructblip-vicuna-13b,,Salesforce,,,,,,,,,,,,,,,
InternVL-Chat-ViT-6B-Vicuna-7B,,2023-12-25,https://huggingface.co/OpenGVLab/InternVL-Chat-ViT-6B-Vicuna-7B,,OpenGVLab,,,,,,,,,,,,,,,
InternVL-Chat-ViT-6B-Vicuna-13B,,2024-08-16,https://huggingface.co/OpenGVLab/InternVL-Chat-ViT-6B-Vicuna-13B,,OpenGVLab,,,,,,,,,,,,,,,
Phi-3.5-vision-instruct,,2024-08-16,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,,microsoft,,,An multimodal version in Microsoft's Phi-3.5 series of open source models.,,,,,,,,,,,,
gemini-1.0-pro-vision,Gemini 1.0 Pro Vision,2024-01-04,https://console.cloud.google.com/vertex-ai/publishers/google/model-garden/gemini-pro-vision?pli=1&inv=1&invt=Ab40hg,,,,,A vision language model from Google DeepMind.,,,,,,2024-02-15,,,,,,Gemini 1.0 Pro Vision
MM1-3B-Chat,,2024-03-14,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04237.pdf,,,,,,,,,,,,,,,,,
MM1-7B-Chat,,2024-03-14,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04237.pdf,,,,,,,,,,,,,,,,,
llama3-llava-next-8b,,2024-04-20,https://huggingface.co/lmms-lab/llama3-llava-next-8b,,lmms-lab,,,,,,,,,,,,,,,
llava-v1.5-7b,,2023-10-05,https://huggingface.co/liuhaotian/llava-v1.5-7b,,liuhaotian,,,,,,,,,,,,,,,
Qwen3-235B-A22B-Thinking-2507,Qwen3-235B-A22B (Jul 2025),2025-07-25,https://huggingface.co/Qwen/Qwen3-235B-A22B-Thinking-2507,,Qwen,,,A 22 billion active (235 billion total)-parameter mixture-of-experts reasoning model in the Qwen 3 series.,,,,,,2025-07-25,,"Qwen3-235B-A22B-Thinking-2507_2026-03-05_Alibaba,Qwen3-235B-A22B-Thinking-2507_2026-03-05_Chutes,Qwen3-235B-A22B-Thinking-2507_2026-03-05_DeepInfra,Qwen3-235B-A22B-Thinking-2507_2026-03-05_AtlasCloud,Qwen3-235B-A22B-Thinking-2507_2026-03-05_Novita,Qwen3-235B-A22B-Thinking-2507_2026-03-05_Friendli,Qwen3-235B-A22B-Thinking-2507_2026-03-05_Together",Qwen3-235B-A22B-Thinking (Jul 2025),2025-07-25,,Qwen3-235B-A22B (Jul 2025)
Qwen3-235B-A22B-Instruct-2507,Qwen3-235B-A22B (Jul 2025),2025-07-25,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507,,Qwen,,,A 22 billion active (235 billion total)-parameter mixture-of-experts instruction-tuned model in the Qwen 3 series.,,Qwen3 Non-thinking (Jul 2025),,,,2025-07-25,,"Qwen3-235B-A22B-Instruct-2507_2026-03-05_SiliconFlow,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Nebius,Qwen3-235B-A22B-Instruct-2507_2026-03-05_AtlasCloud,Qwen3-235B-A22B-Instruct-2507_2026-03-05_WandB,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Alibaba,Qwen3-235B-A22B-Instruct-2507_2026-03-05_DeepInfra,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Chutes,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Novita,Qwen3-235B-A22B-Instruct-2507_2026-03-05_SiliconFlow,Qwen3-235B-A22B-Instruct-2507_2026-03-05_WandB,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Parasail,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Alibaba,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Together,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Friendli,Qwen3-235B-A22B-Instruct-2507_2026-03-05_AtlasCloud,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Crusoe,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Google,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Hyperbolic,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Google,Qwen3-235B-A22B-Instruct-2507_2026-03-05_Cerebras",Qwen3-235B-A22B-Instruct (Jul 2025),2025-07-25,,Qwen3-235B-A22B (Jul 2025)
gpt-5-2025-08-07_medium,GPT-5,2025-08-07,,,,GPT-5 (medium),,"OpenAI's latest flagship frontier model, benchmarked using medium reasoning effort.",,GPT-5 (medium),,,,2025-08-07,,"gpt-5-2025-08-07_medium_2026-03-05_OpenAI,gpt-5-2025-08-07_medium_2026-03-05_Azure",,,,GPT-5
gpt-5-2025-08-07_high,GPT-5,2025-08-07,,,,GPT-5 (high),,"OpenAI's latest flagship frontier model, benchmarked using high reasoning effort.",,GPT-5 (high),,,,2025-08-07,,"gpt-5-2025-08-07_high_2026-03-05_OpenAI,gpt-5-2025-08-07_high_2026-03-05_Azure",,,,GPT-5
gpt-5-mini-2025-08-07_medium,GPT-5 mini,2025-08-07,,,,GPT-5 mini (medium),,"A smaller version of OpenAI's latest flagship frontier model, benchmarked using medium reasoning effort.",,GPT-5 mini (medium),,,,2025-08-07,,"""gpt-5-mini-2025-08-07_medium, gpt-5-mini-2025-08-07_low, gpt-5-mini-2025-08-07_minimal_2026-03-05_OpenAI"",""gpt-5-mini-2025-08-07_medium, gpt-5-mini-2025-08-07_low, gpt-5-mini-2025-08-07_minimal_2026-03-05_Azure""",,,,GPT-5 mini
gpt-5-mini-2025-08-07_high,GPT-5 mini,2025-08-07,,,,GPT-5 mini (high),,"A smaller version of OpenAI's latest flagship frontier model, benchmarked using high reasoning effort.",,GPT-5 mini (high),,,,2025-08-07,,"gpt-5-mini-2025-08-07_high_2026-03-05_OpenAI,gpt-5-mini-2025-08-07_high_2026-03-05_Azure",,,,GPT-5 mini
gpt-5-nano-2025-08-07_medium,GPT-5 nano,2025-08-07,,,,GPT-5 nano (medium),,"The smallest version of OpenAI's latest flagship frontier model, benchmarked using medium reasoning effort.",,GPT-5 nano (medium),,,,2025-08-07,,"gpt-5-nano-2025-08-07_medium_2026-03-05_OpenAI,gpt-5-nano-2025-08-07_medium_2026-03-05_Azure",,,,GPT-5 nano
gpt-5-nano-2025-08-07_high,GPT-5 nano,2025-08-07,,,,GPT-5 nano (high),,"The smallest version of OpenAI's latest flagship frontier model, benchmarked using high reasoning effort.",,GPT-5 nano (high),,,,2025-08-07,,"gpt-5-nano-2025-08-07_high_2026-03-05_OpenAI,gpt-5-nano-2025-08-07_high_2026-03-05_Azure",,,,GPT-5 nano
gpt-5-2025-08-07_low,GPT-5,2025-08-07,,,,GPT-5 (low),,"OpenAI's latest flagship frontier model, benchmarked using low reasoning effort.",,GPT-5 (low),,,,2025-08-07,,"gpt-5-2025-08-07_low_2026-03-05_OpenAI,gpt-5-2025-08-07_low_2026-03-05_Azure",,,,GPT-5
gpt-5-2025-08-07_minimal,GPT-5,2025-08-07,,,,GPT-5 (minimal),,"OpenAI's latest flagship frontier model, benchmarked using minimal reasoning effort.",,GPT-5 (minimal),,,,2025-08-07,,"gpt-5-2025-08-07_minimal_2026-03-05_OpenAI,gpt-5-2025-08-07_minimal_2026-03-05_Azure",,,,GPT-5
GLM-4.5-Air,GLM-4.5-Air,2025-07-20,https://huggingface.co/zai-org/GLM-4.5-Air,,zai-org,,,"A smaller version of GLM-4.5, Zhipu AI & Tsinghua University's large open source model.",,,,,,2025-08-05,,"GLM-4.5-Air_2026-03-05_Z.AI,GLM-4.5-Air_2026-03-05_Novita,GLM-4.5-Air_2026-03-05_SiliconFlow,GLM-4.5-Air_2026-03-05_Z.AI,GLM-4.5-Air_2026-03-05_Nebius",,,,GLM-4.5-Air
openhands-lm-32b-v0.1,,2024-03-26,https://huggingface.co/all-hands/openhands-lm-32b-v0.1,,all-hands,,,,,,,,,,,,,,,
kimi-k2-0711-preview,Kimi K2,2025-07-12,,,,,,A preview of an updated version of Kimi K2.,,,,,,2025-07-11,,,Kimi K2 (Jul 2025),,,Kimi K2
gpt-3.5-turbo-0301,GPT-3.5 Turbo,2023-03-01,https://openai.com/index/introducing-chatgpt-and-whisper-apis/,,,,,"A March 2023 version of GPT-3.5 turbo, OpenAI's updated GPT-3.5 series model.",,,GPT-3.5 Turbo,GPT-3.5 Turbo,,2023-06-13,,,GPT-3.5 Turbo (Mar 2023),,,GPT-3.5 Turbo
DeepSeek-V3.1,DeepSeek-V3.1,2025-08-21,https://api-docs.deepseek.com/news/news250821,,deepseek-ai,,,An updated version of DeepSeek V3.,,DeepSeek-V3.1,,,,2025-08-21,,,,,,DeepSeek-V3.1
kimi-k2-turbo-preview,Kimi K2,2025-09-05,,Should be kimi-k2-0905-preview but with faster output,moonshotai,Kimi K2 Latest Turbo,,"A July 2025 preview version of Kimi K2 turbo, an updated version of Kimi K2.",,,,,,2025-07-11,,,Kimi K2 (Sep 2025),,,Kimi K2
qwen3-max-2025-09-23,Qwen3-Max,2025-09-24,,,,Qwen3-Max-Instruct,,A 1-trillion total parameter scale model in the Qwen 3 series. ,,Qwen3 Max,,,,2025-09-05,,"qwen3-max-2025-09-23_2026-03-05_Alibaba,qwen3-max-2025-09-23_2026-03-05_Alibaba",,,,Qwen3-Max
claude-sonnet-4-5-20250929,Claude Sonnet 4.5,2025-09-29,,,,Claude Sonnet 4.5 (no thinking),,"Anthropic's latest mid-size model, part of the Claude 4.5 series.",,Claude Sonnet 4.5 (no thinking),,,,2025-09-29,,"claude-sonnet-4-5-20250929_2026-03-05_Google,claude-sonnet-4-5-20250929_2026-03-05_Amazon Bedrock,claude-sonnet-4-5-20250929_2026-03-05_Anthropic,claude-sonnet-4-5-20250929_2026-03-05_Google",,,,Claude Sonnet 4.5
claude-sonnet-4-5-20250929_16K,Claude Sonnet 4.5,2025-09-29,,,,Claude Sonnet 4.5 (16k thinking),,"Anthropic's latest mid-size model, part of the Claude 4.5 series, evaluated with up to 16,000 reasoning tokens.",,Claude Sonnet 4.5 (16k thinking),,,,2025-09-29,,"claude-sonnet-4-5-20250929_16K_2026-03-05_Google,claude-sonnet-4-5-20250929_16K_2026-03-05_Amazon Bedrock,claude-sonnet-4-5-20250929_16K_2026-03-05_Anthropic,claude-sonnet-4-5-20250929_16K_2026-03-05_Google",,,,Claude Sonnet 4.5
grok-4-fast,Grok 4 Fast,2025-09-19,,,,,,,,Grok 4 Fast,,,,2025-09-19,,grok-4-fast_2026-03-05_xAI,,,,Grok 4 Fast
gpt-oss-120b_medium,gpt-oss-120b,2025-08-05,,,,,,"The larger one of OpenAI's two latest open source language models, evaluated with medium reasoning effort.",,,,,,2025-08-05,,"gpt-oss-120b_medium_2026-03-05_DeepInfra,gpt-oss-120b_medium_2026-03-05_Novita,gpt-oss-120b_medium_2026-03-05_Chutes,gpt-oss-120b_medium_2026-03-05_SiliconFlow,gpt-oss-120b_medium_2026-03-05_Clarifai,gpt-oss-120b_medium_2026-03-05_Google,gpt-oss-120b_medium_2026-03-05_AtlasCloud,gpt-oss-120b_medium_2026-03-05_Phala,gpt-oss-120b_medium_2026-03-05_BaseTen,gpt-oss-120b_medium_2026-03-05_Parasail,gpt-oss-120b_medium_2026-03-05_SambaNova,gpt-oss-120b_medium_2026-03-05_Amazon Bedrock,gpt-oss-120b_medium_2026-03-05_Together,gpt-oss-120b_medium_2026-03-05_WandB,gpt-oss-120b_medium_2026-03-05_Groq,gpt-oss-120b_medium_2026-03-05_Crusoe,gpt-oss-120b_medium_2026-03-05_Fireworks,gpt-oss-120b_medium_2026-03-05_DeepInfra,gpt-oss-120b_medium_2026-03-05_Cerebras",,,,gpt-oss-120b
gpt-oss-120b_high,gpt-oss-120b,2025-08-05,,,,,,"The larger one of OpenAI's two latest open source language models, evaluated with high reasoning effort.",,,,,,2025-08-05,,"gpt-oss-120b_high_2026-03-05_DeepInfra,gpt-oss-120b_high_2026-03-05_Novita,gpt-oss-120b_high_2026-03-05_Chutes,gpt-oss-120b_high_2026-03-05_SiliconFlow,gpt-oss-120b_high_2026-03-05_Clarifai,gpt-oss-120b_high_2026-03-05_Google,gpt-oss-120b_high_2026-03-05_AtlasCloud,gpt-oss-120b_high_2026-03-05_Phala,gpt-oss-120b_high_2026-03-05_BaseTen,gpt-oss-120b_high_2026-03-05_Parasail,gpt-oss-120b_high_2026-03-05_SambaNova,gpt-oss-120b_high_2026-03-05_Amazon Bedrock,gpt-oss-120b_high_2026-03-05_Together,gpt-oss-120b_high_2026-03-05_WandB,gpt-oss-120b_high_2026-03-05_Groq,gpt-oss-120b_high_2026-03-05_Crusoe,gpt-oss-120b_high_2026-03-05_Fireworks,gpt-oss-120b_high_2026-03-05_DeepInfra,gpt-oss-120b_high_2026-03-05_Cerebras",,,,gpt-oss-120b
gpt-oss-20b_medium,gpt-oss-20b,2025-08-05,,,,,,"The smaller one of OpenAI's two latest open source language models, evaluated with medium reasoning effort.",,,,,,2025-08-05,,"gpt-oss-20b_medium_2026-03-05_Groq,gpt-oss-20b_medium_2026-03-05_DeepInfra,gpt-oss-20b_medium_2026-03-05_Novita,gpt-oss-20b_medium_2026-03-05_Parasail,gpt-oss-20b_medium_2026-03-05_Clarifai,gpt-oss-20b_medium_2026-03-05_Together,gpt-oss-20b_medium_2026-03-05_Nebius,gpt-oss-20b_medium_2026-03-05_WandB,gpt-oss-20b_medium_2026-03-05_Amazon Bedrock,gpt-oss-20b_medium_2026-03-05_Google,gpt-oss-20b_medium_2026-03-05_Fireworks,gpt-oss-20b_medium_2026-03-05_Groq,gpt-oss-20b_medium_2026-03-05_NextBit",,,,gpt-oss-20b
gpt-oss-20b_high,gpt-oss-20b,2025-08-05,,,,,,"The smaller one of OpenAI's two latest open source language models, evaluated with high reasoning effort.",,,,,,2025-08-05,,"gpt-oss-20b_high_2026-03-05_Groq,gpt-oss-20b_high_2026-03-05_DeepInfra,gpt-oss-20b_high_2026-03-05_Novita,gpt-oss-20b_high_2026-03-05_Parasail,gpt-oss-20b_high_2026-03-05_Clarifai,gpt-oss-20b_high_2026-03-05_Together,gpt-oss-20b_high_2026-03-05_Nebius,gpt-oss-20b_high_2026-03-05_WandB,gpt-oss-20b_high_2026-03-05_Amazon Bedrock,gpt-oss-20b_high_2026-03-05_Google,gpt-oss-20b_high_2026-03-05_Fireworks,gpt-oss-20b_high_2026-03-05_Groq,gpt-oss-20b_high_2026-03-05_NextBit",,,,gpt-oss-20b
mistral-medium-2508,,2025-08-12,https://x.com/MistralAI/status/1955316715417382979?lang=en,,,,,,,,,,,,,,,,,
Kimi-K2-Instruct-0905,Kimi K2,2025-09-05,https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905,,moonshotai,,,,,,,,,2025-07-11,,,Kimi K2 (Sep 2025),,,Kimi K2
DeepSeek-V3.1_thinking,DeepSeek-V3.1,2025-08-21,https://api-docs.deepseek.com/news/news250821,,deepseek-ai,,,,,DeepSeek-V3.1 (thinking),,,,2025-08-21,,,,,,DeepSeek-V3.1
grok-3-mini_high,Grok-3 mini,2025-06-24,,,,Grok 3 mini,,,,Grok 3 mini (high),,,,2025-02-19,,"grok-3-mini_high_2026-03-05_xAI,grok-3-mini_high_2026-03-05_xAI,grok-3-mini_high_2026-03-05_OpenAI",,,,Grok-3 mini
grok-3-mini_low,Grok-3 mini,2025-06-24,,,,Grok 3 mini,,,,Grok 3 mini (low),,,,2025-02-19,,"grok-3-mini_low_2026-03-05_xAI,grok-3-mini_low_2026-03-05_xAI",,,,Grok-3 mini
gemini-2.5-flash-preview-09-2025,Gemini 2.5 Flash,2025-09-25,,,,,,,,Gemini 2.5 Flash (Sep 2025),,,,2025-04-17,,,Gemini 2.5 Flash (Sep 2025),2025-09-25,,Gemini 2.5 Flash
gemini-2.5-flash-preview-09-2025_16k,Gemini 2.5 Flash,2025-09-25,,,,,,,,"Gemini 2.5 Flash-Lite (Sep 2025, 16k thinking)",,,,2025-04-17,,,Gemini 2.5 Flash (Sep 2025),2025-09-25,,Gemini 2.5 Flash
glm-4.5_thinking,GLM-4.5,2025-08-05,,,,GLM-4.5 Thinking,,,,,,,,2025-08-05,,,,,,GLM-4.5
gpt-5-codex,GPT‑5-Codex,2025-09-15,,,,GPT-5-codex,,,,GPT-5-codex,,,,2025-09-15,,"""gpt-5-codex, gpt-5-codex_high_2026-03-05_OpenAI"",""gpt-5-codex, gpt-5-codex_high_2026-03-05_OpenAI"",""gpt-5-codex, gpt-5-codex_high_2026-03-05_Azure""",,,,GPT‑5-Codex
glaive-swe-v1,,,,,,,,A model implied by the TerminalBench leaderboard without any other documentation currently available.,,,,,,,,,,,,
gemini-robotics-er-1.5-preview,,2025-09-26,https://ai.google.dev/gemini-api/docs/robotics-overview,,,,,,,,,,,,,,,,,
claude-sonnet-4-5-20250929_32K,Claude Sonnet 4.5,2025-09-29,,,,Claude Sonnet 4.5 (32k thinking),,"Anthropic's latest mid-size model, part of the Claude 4.5 series, evaluated with up to 32,000 reasoning tokens.",,Claude Sonnet 4.5 (32k thinking),,,,2025-09-29,,"claude-sonnet-4-5-20250929_32K_2026-03-05_Google,claude-sonnet-4-5-20250929_32K_2026-03-05_Amazon Bedrock,claude-sonnet-4-5-20250929_32K_2026-03-05_Anthropic,claude-sonnet-4-5-20250929_32K_2026-03-05_Google",,,,Claude Sonnet 4.5
gemini-2.5-flash-lite-preview-09-2025,Gemini 2.5 Flash-Lite,2025-09-25,,,,,,,,Gemini 2.5 Flash-Lite (Sep 2025),,,,2025-06-15,,"gemini-2.5-flash-lite-preview-09-2025_2026-03-05_Google AI Studio,gemini-2.5-flash-lite-preview-09-2025_2026-03-05_Google",Gemini 2.5 Flash-Lite (Sep 2025),2025-09-25,,Gemini 2.5 Flash-Lite
qwen3-coder-plus,,2025-09-23,https://openrouter.ai/qwen/qwen3-coder-plus,,,,,,,,,,,,,,,,,
grok-code-fast-1,,2025-08-28,https://docs.x.ai/docs/models/grok-code-fast-1,,,,,,,,,,,,,,,,,
chutes/gpt-oss-120b_high,gpt-oss-120b,2025-08-05,https://chutes.ai/app/chute/610528a4-f2db-55c8-a43f-b83f3f215d00,,,,,,,gpt-oss-120b (high) (Chutes),,,,2025-08-05,,,,,,gpt-oss-120b
chutes/Qwen3-Next-80B-A3B-Instruct,,2025-09-11,https://chutes.ai/app/chute/4f1c6850-19ad-5c1a-89e8-7fb40216e876,,,,,,,,,,,,,,,,,
chutes/gpt-oss-120b,gpt-oss-120b,2025-08-05,https://chutes.ai/app/chute/610528a4-f2db-55c8-a43f-b83f3f215d00,,,,,,,gpt-oss-120b (Chutes),,,,2025-08-05,,,,,,gpt-oss-120b
DeepSeek-V3.2-Exp,DeepSeek-V3.2-Exp,2025-09-29,https://huggingface.co/deepseek-ai/DeepSeek-V3.2-Exp,,,,,,,,,,,2025-09-29,,"DeepSeek-V3.2-Exp_2026-03-05_Novita,DeepSeek-V3.2-Exp_2026-03-05_SiliconFlow,DeepSeek-V3.2-Exp_2026-03-05_AtlasCloud",,,,DeepSeek-V3.2-Exp
DeepSeek-V3.2-Exp_high,DeepSeek-V3.2-Exp,2025-09-29,https://api-docs.deepseek.com/news/news250929,DeepSeek's API,,,,,,,,,,2025-09-29,,,,,,DeepSeek-V3.2-Exp
fireworks/Kimi-K2-Instruct-0905,Kimi K2,2025-09-05,https://fireworks.ai/models/fireworks/kimi-k2-instruct-0905,,,Kimi K2 Instruct (0905),,,,,,,,2025-07-11,,,Kimi K2 (Sep 2025),,,Kimi K2
parasail-qwen3-235b-a22b-instruct-2507,Qwen3-235B-A22B (Jul 2025),2025-09-01,https://www.requesty.ai/solution/llm-routing/models/parasail/parasail-qwen3-235b-a22b-instruct-2507,,,,,,,Qwen3 (Parasail),,,,2025-07-25,,,Qwen3-235B-A22B-Instruct (Jul 2025),2025-07-25,,Qwen3-235B-A22B (Jul 2025)
nvidia-nemotron-nano-9b-v2,,2025-08-18,https://build.nvidia.com/nvidia/nvidia-nemotron-nano-9b-v2/modelcard,,,,,,,,,,,,,,,,,
deepinfra/Qwen3-Next-80B-A3B-Instruct,,2025-09-11,https://deepinfra.com/Qwen/Qwen3-Next-80B-A3B-Instruct,,,,,,,,,,,,,,,,,
gpt-5-pro-2025-10-06_high,GPT-5 Pro,2025-10-07,https://platform.openai.com/docs/models/gpt-5-pro,,,GPT-5 Pro,,,,GPT-5 Pro (high),,,,2025-10-07,,"""gpt-5-pro-2025-10-06_high, gpt-5-pro-2025-10-06_medium_2026-03-05_OpenAI""",,,,GPT-5 Pro
gemini-2.5-deep-think-2025-08-01-webapp,Gemini 2.5 Deep Think,2025-08-01,https://blog.google/products/gemini/gemini-2-5-deep-think/,,,,,,,,,,,2025-08-01,,,,,,Gemini 2.5 Deep Think
claude-haiku-4-5-20251001,Claude Haiku 4.5,2025-10-15,https://www.anthropic.com/news/claude-haiku-4-5,,,,,,,,,,,2025-10-15,,"claude-haiku-4-5-20251001_2026-03-05_Amazon Bedrock,claude-haiku-4-5-20251001_2026-03-05_Google,claude-haiku-4-5-20251001_2026-03-05_Anthropic",,,,Claude Haiku 4.5
claude-haiku-4-5-20251001_32K,Claude Haiku 4.5,2025-10-15,https://www.anthropic.com/news/claude-haiku-4-5,,,,,,,Claude Haiku 4.5 (32k thinking),,,,2025-10-15,,"claude-haiku-4-5-20251001_32K_2026-03-05_Amazon Bedrock,claude-haiku-4-5-20251001_32K_2026-03-05_Google,claude-haiku-4-5-20251001_32K_2026-03-05_Anthropic",,,,Claude Haiku 4.5
glm-4.6,GLM-4.6,2025-09-30,,,,GLM-4.6,,,,,,,,2025-09-30,,"glm-4.6_2026-03-05_SiliconFlow,glm-4.6_2026-03-05_DeepInfra,glm-4.6_2026-03-05_AtlasCloud,glm-4.6_2026-03-05_Novita,glm-4.6_2026-03-05_BaseTen,glm-4.6_2026-03-05_Together,glm-4.6_2026-03-05_Z.AI,glm-4.6_2026-03-05_Friendli,glm-4.6_2026-03-05_Novita,glm-4.6_2026-03-05_Z.AI",,,,GLM-4.6
